Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Sc,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Educ,Family_Income,Stress_Level (1-10)
S705,Emma,Jones,student705@univ.edu,Female,24,Business,91.54,80,65,57.4,55.76,61.78,55.83,58.02,F,23.3,Yes,Yes,Master's,Medium,1
S706,John,Brown,student706@univ.edu,Female,21,CS,80.47,79,71,67.77,77.7,74.79,96.5,55.66,D,14.4,Yes,No,High School,Medium,4
S707,John,Jones,student707@univ.edu,Female,20,Business,57.03,49,50,98.19,55.11,14.63,88.2,98.0,F,5.9,No,Yes,None,High,7
S708,Sara,Davis,student708@univ.edu,Male,19,Engineering,52.01,80,46,71.93,53.02,32.36,69.46,77.01,D,12.7,Yes,Yes,None,Medium,3
S709,Emma,Johnson,student709@univ.edu,Female,23,CS,75.15,54,94,68.79,93.8,95.06,52.56,48.82,F,5.9,No,No,High School,Low,4
S710,Ahmed,Jones,student710@univ.edu,Male,24,Mathematics,68.61,68,54,99.33,58.37,49.86,62.82,67.39,A,16.6,Yes,Yes,PhD,Low,9
S711,Liam,Williams,student711@univ.edu,Male,21,Business,77.55,87,79,63.18,67.38,93.97,51.65,55.38,D,17.8,Yes,Yes,Bachelor's,Low,4
S712,Ali,Davis,student712@univ.edu,Male,18,CS,57.17,61,56,63.04,97.4,29.17,75.32,54.7,D,12.2,Yes,No,Bachelor's,Medium,8
S713,Emma,Jones,student713@univ.edu,Female,18,Engineering,79.93,80,68,60.38,51.17,22.41,58.09,75.49,F,15.6,No,No,None,Low,5
S714,Emma,Johnson,student714@univ.edu,Female,19,Engineering,59.92,66,62,94.6,62.98,55.82,82.73,91.58,D,25.1,No,No,PhD,Medium,6
S715,Ali,Williams,student715@univ.edu,Male,18,Engineering,98.59,56,98,96.98,90.8,31.44,53.34,89.77,F,14.8,Yes,No,Master's,Medium,1
S716,Omar,Brown,student716@univ.edu,Male,24,Business,86.38,69,84,82.7,58.77,4.92,66.67,52.55,D,23.5,Yes,Yes,Bachelor's,Low,3
S717,Maria,Williams,student717@univ.edu,Female,20,CS,67.88,92,47,66.11,72.09,64.23,71.01,53.22,A,11.1,Yes,No,PhD,Medium,9
S718,John,Williams,student718@univ.edu,Female,19,Engineering,63.12,66,42,66.58,52.98,60.27,52.04,88.85,F,23.2,Yes,No,Bachelor's,Low,7
S719,Omar,Williams,student719@univ.edu,Female,21,CS,50.2,48,98,61.08,99.46,71.11,75.88,49.46,B,19.0,Yes,No,None,High,8
S720,Sara,Davis,student720@univ.edu,Female,22,CS,89.87,47,90,57.75,97.11,55.1,75.4,85.43,C,22.9,No,No,Master's,Low,2
S721,Ahmed,Johnson,student721@univ.edu,Male,20,Mathematics,50.99,85,86,69.24,77.05,89.69,96.58,49.51,F,25.1,No,No,None,High,7
S722,Liam,Brown,student722@univ.edu,Female,19,Engineering,60.64,89,64,58.21,58.01,13.08,53.91,42.68,A,15.2,No,Yes,Bachelor's,Medium,7
S723,Maria,Smith,student723@univ.edu,Female,22,Business,70.87,46,63,98.0,72.34,85.62,94.58,43.87,D,19.1,No,Yes,PhD,Medium,8
S724,Sara,Davis,student724@univ.edu,Male,22,Mathematics,63.31,62,58,56.17,52.56,41.3,54.38,99.73,C,16.2,No,Yes,High School,Medium,8
S725,Sara,Brown,student725@univ.edu,Male,19,Business,83.97,89,79,81.11,77.33,59.49,50.68,44.08,F,22.3,Yes,No,High School,High,7
S726,Ahmed,Johnson,student726@univ.edu,Female,20,CS,54.7,95,96,76.12,92.22,87.23,96.67,52.71,F,15.4,No,Yes,PhD,High,5
S727,Sara,Smith,student727@univ.edu,Male,19,Mathematics,86.9,86,75,86.86,86.62,44.78,58.96,76.74,B,5.5,Yes,Yes,Bachelor's,Low,9
S728,Omar,Jones,student728@univ.edu,Female,20,Engineering,64.76,87,41,90.7,62.1,84.38,61.17,64.97,B,17.0,Yes,No,High School,High,1
S729,Liam,Brown,student729@univ.edu,Female,19,Business,70.4,91,46,53.06,87.77,72.02,70.22,99.86,D,11.9,Yes,No,High School,Low,7
S730,Maria,Smith,student730@univ.edu,Female,24,Business,66.62,58,86,81.39,56.99,18.01,70.18,85.54,A,21.7,No,No,PhD,High,3
S731,Ahmed,Johnson,student731@univ.edu,Male,23,Engineering,55.88,85,51,58.3,81.7,27.96,97.43,69.58,C,9.4,No,No,High School,Medium,10
S732,Ahmed,Jones,student732@univ.edu,Female,19,Engineering,62.24,51,76,59.76,62.58,51.42,50.46,55.7,F,20.6,No,Yes,Master's,High,10
S733,Liam,Williams,student733@univ.edu,Female,18,Business,97.68,95,51,63.61,82.79,45.18,73.71,51.0,D,7.9,Yes,No,High School,Low,1
S734,Liam,Williams,student734@univ.edu,Male,18,Mathematics,55.19,42,63,78.71,59.64,45.75,93.47,67.65,B,21.2,No,Yes,PhD,High,9
S735,Liam,Davis,student735@univ.edu,Male,23,Engineering,75.14,50,58,57.21,79.15,80.06,55.03,40.61,A,25.6,No,Yes,High School,Medium,3
S736,Ali,Jones,student736@univ.edu,Male,22,CS,96.95,58,98,71.17,87.62,39.3,69.76,49.97,D,9.5,Yes,No,Master's,Low,8
S737,Ahmed,Jones,student737@univ.edu,Male,23,Business,94.57,80,76,81.93,87.75,9.19,50.38,83.67,C,28.6,Yes,No,Master's,High,9
S738,Omar,Smith,student738@univ.edu,Female,20,Mathematics,78.21,62,59,56.55,73.62,95.97,96.21,78.12,B,9.5,Yes,No,High School,Medium,9
S739,Ahmed,Smith,student739@univ.edu,Male,19,Engineering,53.56,88,72,56.55,78.69,67.3,60.3,62.36,B,20.1,No,Yes,Bachelor's,High,1
S740,John,Johnson,student740@univ.edu,Female,19,Business,78.98,58,51,83.71,86.0,89.77,87.77,91.74,B,21.3,Yes,No,Bachelor's,Medium,5
S741,Liam,Brown,student741@univ.edu,Male,22,CS,80.14,81,78,58.75,66.73,13.25,98.6,54.47,D,25.5,Yes,No,High School,Low,4
S742,Emma,Smith,student742@univ.edu,Female,21,CS,53.05,53,69,76.44,97.92,27.99,99.99,78.29,F,13.6,Yes,Yes,Master's,Low,10
S743,Omar,Davis,student743@univ.edu,Female,24,CS,85.65,56,82,50.08,71.4,46.34,53.6,90.55,B,8.8,Yes,No,None,Medium,7
S744,Ali,Johnson,student744@univ.edu,Male,20,Mathematics,99.41,70,51,50.9,81.84,40.38,61.79,64.37,C,8.0,Yes,Yes,None,High,8
S745,Maria,Johnson,student745@univ.edu,Female,18,Engineering,54.73,56,98,85.93,85.91,21.79,90.71,67.9,A,24.2,No,Yes,None,High,9
S746,Maria,Williams,student746@univ.edu,Female,19,Engineering,77.16,58,58,89.53,99.64,18.93,83.27,71.63,F,21.3,Yes,No,None,Medium,10
S747,Maria,Johnson,student747@univ.edu,Female,22,Mathematics,75.31,91,86,88.58,84.83,27.15,94.98,67.06,A,5.8,Yes,No,Master's,High,9
S748,Omar,Johnson,student748@univ.edu,Male,20,CS,51.61,78,47,90.52,64.07,9.17,96.66,68.64,F,13.2,Yes,Yes,Master's,Medium,1
S749,Omar,Smith,student749@univ.edu,Male,24,Mathematics,97.59,83,92,88.41,60.79,21.51,62.21,99.53,A,21.9,No,Yes,High School,Low,10
S750,John,Johnson,student750@univ.edu,Female,18,Engineering,90.21,56,42,50.24,62.08,3.11,57.15,78.81,F,20.3,Yes,Yes,Bachelor's,Medium,5
S751,Maria,Smith,student751@univ.edu,Female,18,Business,96.64,56,46,56.79,59.04,20.73,95.04,98.45,B,23.0,Yes,No,Master's,Low,3
S752,Sara,Davis,student752@univ.edu,Female,20,CS,56.1,89,89,98.03,57.46,96.83,81.5,67.56,B,7.9,Yes,No,High School,Low,6
S753,Liam,Jones,student753@univ.edu,Male,23,CS,81.61,43,98,74.37,52.06,17.11,77.81,93.11,D,6.2,Yes,No,Master's,High,3
S754,Maria,Jones,student754@univ.edu,Female,19,Engineering,99.57,64,63,59.49,80.71,0.84,73.18,91.15,F,28.7,No,Yes,Bachelor's,Medium,7
S755,Liam,Jones,student755@univ.edu,Male,24,Mathematics,53.45,99,83,67.26,67.69,4.16,73.06,75.95,D,26.1,Yes,Yes,Bachelor's,Low,9
S756,John,Williams,student756@univ.edu,Female,21,Business,71.45,99,42,75.77,71.19,43.91,67.44,44.26,A,24.8,No,No,Master's,Low,1
S757,Omar,Smith,student757@univ.edu,Female,21,Engineering,82.47,70,58,73.94,93.32,3.32,74.74,41.68,B,9.5,No,No,Master's,Low,7
S758,Sara,Jones,student758@univ.edu,Female,23,Business,74.56,53,64,59.95,87.14,82.68,82.56,88.33,C,20.1,No,Yes,PhD,High,4
S759,John,Smith,student759@univ.edu,Female,20,Engineering,64.82,45,87,72.98,69.41,3.08,80.53,62.13,A,15.6,Yes,Yes,Master's,Medium,2
S760,Sara,Williams,student760@univ.edu,Female,20,Mathematics,55.65,66,96,61.64,66.86,17.99,61.42,84.72,F,15.7,No,Yes,None,Low,8
S761,John,Smith,student761@univ.edu,Male,21,CS,90.54,53,94,60.36,95.8,8.51,69.74,80.2,A,23.1,Yes,Yes,None,High,1
S762,John,Davis,student762@univ.edu,Female,21,Mathematics,99.27,89,79,62.32,87.81,86.85,66.62,49.5,F,28.0,No,Yes,None,High,9
S763,John,Williams,student763@univ.edu,Female,20,Business,94.8,43,57,73.51,96.2,57.04,88.94,95.95,D,14.6,Yes,No,Bachelor's,Low,3
S764,Emma,Williams,student764@univ.edu,Male,18,Engineering,56.02,77,67,81.18,67.43,91.9,56.29,55.54,D,22.1,Yes,No,PhD,Medium,9
S765,Ahmed,Smith,student765@univ.edu,Male,20,Business,52.05,77,83,96.01,67.99,23.12,95.64,46.53,F,12.1,No,Yes,High School,Low,2
S766,Maria,Williams,student766@univ.edu,Male,21,Business,90.06,98,88,97.0,73.85,41.38,69.78,97.21,B,11.5,Yes,Yes,Bachelor's,High,5
S767,Maria,Smith,student767@univ.edu,Male,24,Mathematics,61.34,46,51,82.42,63.88,40.53,60.99,74.11,C,7.3,No,Yes,Bachelor's,Medium,3
S768,Sara,Williams,student768@univ.edu,Female,20,Business,79.74,91,75,64.75,96.03,97.19,69.2,75.52,B,23.1,No,Yes,None,Low,10
S769,Omar,Brown,student769@univ.edu,Female,18,Engineering,74.3,58,52,50.86,53.24,10.36,54.14,87.06,B,25.6,Yes,Yes,Bachelor's,High,5
S770,Ali,Davis,student770@univ.edu,Female,19,Mathematics,95.12,81,93,96.89,97.42,9.82,66.98,58.14,F,15.8,Yes,No,PhD,High,6
S771,Maria,Davis,student771@univ.edu,Female,21,Engineering,77.15,52,88,72.12,73.87,63.12,51.23,94.99,A,15.0,Yes,No,High School,Medium,7
S772,John,Williams,student772@univ.edu,Female,18,Engineering,53.13,85,89,74.31,96.93,43.25,93.11,55.57,A,29.2,Yes,No,Bachelor's,Low,10
S773,Liam,Jones,student773@univ.edu,Male,23,Mathematics,87.41,61,67,91.62,80.41,73.95,62.85,87.4,B,21.9,No,Yes,PhD,Medium,1
S774,Liam,Williams,student774@univ.edu,Female,18,Mathematics,99.96,91,90,92.62,85.57,85.25,97.34,64.39,B,11.8,Yes,Yes,Bachelor's,Medium,9
S775,Ali,Williams,student775@univ.edu,Female,23,Business,94.82,69,88,54.95,69.46,18.19,83.95,75.56,C,24.5,No,Yes,PhD,Medium,6
S776,Maria,Johnson,student776@univ.edu,Male,22,Engineering,65.28,58,78,79.8,70.8,79.01,78.69,55.19,A,24.1,Yes,Yes,Master's,Medium,6
S777,John,Davis,student777@univ.edu,Male,23,Engineering,98.62,72,59,70.99,81.64,84.58,96.75,50.97,F,25.7,No,Yes,Bachelor's,Medium,4
S778,Sara,Williams,student778@univ.edu,Male,21,Mathematics,77.54,69,70,90.04,57.69,62.19,52.21,54.6,B,7.1,Yes,No,PhD,High,1
S779,Ali,Brown,student779@univ.edu,Female,20,Mathematics,97.65,81,86,98.88,93.79,65.8,85.89,46.91,A,5.9,Yes,No,PhD,Low,3
S780,Maria,Williams,student780@univ.edu,Female,21,Engineering,87.01,89,51,82.53,87.46,19.03,80.48,62.09,A,11.4,Yes,No,Master's,High,2
S781,Maria,Johnson,student781@univ.edu,Female,22,Business,59.93,57,56,83.55,57.92,57.0,91.01,89.96,A,8.8,Yes,No,None,Low,7
S782,Omar,Davis,student782@univ.edu,Male,22,Mathematics,68.15,62,98,83.92,83.52,14.94,65.3,45.16,D,19.5,Yes,Yes,None,Low,1
S783,Maria,Brown,student783@univ.edu,Female,24,CS,63.8,60,65,70.93,80.03,58.17,58.05,66.85,C,29.5,No,No,Bachelor's,High,4
S784,Liam,Brown,student784@univ.edu,Male,19,Mathematics,78.29,82,64,56.38,60.83,44.11,59.2,81.16,C,21.6,Yes,Yes,High School,High,9
S785,John,Davis,student785@univ.edu,Female,20,Mathematics,55.6,92,72,57.57,94.16,76.66,62.55,74.19,C,17.6,No,Yes,High School,Low,5
S786,Ahmed,Brown,student786@univ.edu,Male,18,Mathematics,92.9,68,74,88.59,61.17,64.45,58.97,64.93,F,12.1,Yes,No,PhD,Medium,3
S787,John,Williams,student787@univ.edu,Female,18,Engineering,51.13,74,85,69.3,65.66,38.29,96.29,66.31,C,10.9,Yes,No,PhD,High,8
S788,Emma,Williams,student788@univ.edu,Female,21,CS,72.75,69,72,89.46,85.27,96.13,91.75,64.98,B,21.9,Yes,Yes,None,Medium,4
S789,Sara,Smith,student789@univ.edu,Female,20,Mathematics,99.83,65,69,88.32,68.74,60.75,97.19,70.81,A,27.3,No,No,PhD,Medium,10
S790,Liam,Brown,student790@univ.edu,Female,18,Mathematics,92.05,69,78,70.59,71.29,13.63,65.21,64.14,D,27.3,No,No,None,High,6
S791,Sara,Davis,student791@univ.edu,Male,23,Business,81.21,77,41,55.94,52.44,62.49,86.36,53.46,D,11.8,Yes,No,Master's,Medium,7
S792,Ahmed,Johnson,student792@univ.edu,Female,23,CS,73.34,68,46,61.08,73.36,93.74,70.15,71.65,B,13.8,No,No,PhD,Medium,7
S793,Sara,Brown,student793@univ.edu,Female,24,Engineering,98.6,88,46,74.93,56.63,76.58,52.02,97.82,B,13.6,No,Yes,PhD,Medium,4
S794,Emma,Brown,student794@univ.edu,Female,23,Engineering,87.87,96,46,85.95,80.86,71.24,77.49,54.34,B,20.1,No,No,None,Low,9
S795,John,Davis,student795@univ.edu,Female,18,Business,72.46,90,64,96.12,52.95,59.41,78.91,60.22,B,24.3,Yes,No,None,High,10
S796,Liam,Jones,student796@univ.edu,Male,18,CS,50.66,48,41,97.47,71.34,92.55,58.31,61.75,F,28.8,Yes,No,Bachelor's,Medium,7
S797,Ali,Johnson,student797@univ.edu,Male,21,Business,71.4,69,84,92.12,95.03,87.14,60.07,73.39,D,26.9,No,No,Master's,Low,4
S798,Ali,Smith,student798@univ.edu,Female,18,Business,89.17,93,63,60.08,77.66,77.66,51.33,62.79,B,6.6,No,No,High School,High,9
S799,Ahmed,Johnson,student799@univ.edu,Female,20,Business,53.44,97,54,79.19,66.74,72.19,79.24,97.64,B,17.1,Yes,No,Bachelor's,Low,7
S800,Emma,Brown,student800@univ.edu,Male,24,Business,87.46,65,85,77.81,50.12,67.02,63.71,76.82,B,17.2,Yes,Yes,PhD,Medium,8
S801,Sara,Smith,student801@univ.edu,Female,24,Mathematics,66.51,76,44,63.83,96.22,65.0,78.34,84.74,C,8.6,No,Yes,None,High,5
S802,John,Jones,student802@univ.edu,Male,20,CS,59.42,56,58,73.96,89.39,98.83,60.32,48.18,B,10.4,Yes,No,None,High,7
S803,Omar,Williams,student803@univ.edu,Male,20,Business,94.23,41,44,60.16,84.65,10.66,71.54,84.48,B,12.7,No,Yes,Bachelor's,Low,1
S804,Sara,Jones,student804@univ.edu,Male,21,Business,61.72,77,69,80.44,75.76,90.74,75.44,54.92,D,27.3,Yes,Yes,High School,Medium,6
S805,John,Davis,student805@univ.edu,Male,20,Business,64.24,61,63,66.38,69.95,57.43,66.9,45.57,D,9.3,No,No,None,Medium,9
S806,Maria,Davis,student806@univ.edu,Female,18,Engineering,70.96,45,64,60.87,87.38,36.08,68.76,60.36,B,21.5,No,Yes,Bachelor's,High,6
S807,Maria,Jones,student807@univ.edu,Female,24,Business,78.64,51,56,82.02,61.62,85.47,53.27,86.98,A,28.2,Yes,No,High School,Low,10
S808,Omar,Brown,student808@univ.edu,Female,24,Engineering,90.36,60,86,73.08,71.3,0.84,97.64,87.27,F,11.1,Yes,Yes,PhD,Medium,1
S809,John,Williams,student809@univ.edu,Male,22,Mathematics,67.24,89,43,63.76,62.65,54.75,92.72,44.16,C,8.2,No,No,None,Low,8
S810,Emma,Johnson,student810@univ.edu,Female,22,Business,76.49,77,89,80.54,76.65,22.83,88.76,87.26,B,26.3,Yes,Yes,Master's,Medium,4
S811,Ali,Smith,student811@univ.edu,Male,24,CS,97.57,85,68,60.03,61.89,9.13,84.01,97.17,D,26.3,Yes,No,Master's,High,5
S812,John,Davis,student812@univ.edu,Female,18,Mathematics,61.5,65,63,55.84,96.46,25.18,82.79,89.29,A,26.3,Yes,Yes,None,Medium,10
S813,Omar,Jones,student813@univ.edu,Female,18,Mathematics,69.78,54,51,86.21,81.25,45.89,61.61,84.76,A,27.9,Yes,No,Master's,High,6
S814,Ahmed,Smith,student814@univ.edu,Female,18,CS,85.27,90,96,88.64,56.25,5.97,87.06,61.62,A,18.6,Yes,Yes,Master's,High,10
S815,Liam,Johnson,student815@univ.edu,Male,19,Business,69.77,84,53,89.77,81.1,85.11,57.1,43.89,B,26.0,Yes,No,High School,Medium,5
S816,Sara,Smith,student816@univ.edu,Male,21,CS,71.82,77,71,76.67,91.98,56.31,89.17,74.84,F,26.5,No,No,PhD,Low,3
S817,John,Jones,student817@univ.edu,Male,19,Business,72.84,55,71,94.77,65.58,26.67,53.91,65.91,A,22.1,No,Yes,PhD,High,3
S818,Liam,Smith,student818@univ.edu,Female,19,Engineering,77.61,44,95,87.25,55.68,97.24,53.06,54.91,B,23.9,Yes,Yes,High School,Low,8
S819,Omar,Williams,student819@univ.edu,Male,21,Mathematics,76.36,56,89,83.39,73.61,75.09,78.22,82.21,F,5.3,Yes,Yes,PhD,Medium,8
S820,Emma,Davis,student820@univ.edu,Male,19,Business,73.24,52,47,64.99,75.52,77.79,70.12,96.74,A,16.4,No,No,None,High,2
S821,Emma,Davis,student821@univ.edu,Female,24,Engineering,59.22,79,50,72.84,76.78,4.73,94.57,75.65,B,13.1,No,Yes,Bachelor's,Low,9
S822,Omar,Williams,student822@univ.edu,Female,18,Mathematics,59.67,43,47,67.37,70.9,24.05,81.71,73.67,A,14.7,Yes,No,None,Low,1
S823,Ali,Jones,student823@univ.edu,Male,19,Business,79.44,97,60,94.6,90.7,28.29,86.81,98.6,B,26.0,No,No,Bachelor's,Medium,7
S824,Ali,Brown,student824@univ.edu,Female,22,Engineering,92.09,97,95,90.1,92.1,89.31,90.2,83.67,A,16.1,No,Yes,Bachelor's,High,7
S825,Sara,Jones,student825@univ.edu,Female,21,Business,94.08,65,84,99.32,79.71,46.25,74.14,59.81,C,15.6,Yes,Yes,None,Medium,1
S826,Emma,Williams,student826@univ.edu,Male,24,Mathematics,62.0,59,91,81.9,53.16,47.39,61.75,98.12,D,5.0,Yes,Yes,Master's,Low,4
S827,John,Jones,student827@univ.edu,Male,21,Engineering,81.78,85,98,76.91,71.97,53.39,85.89,86.95,F,8.8,No,Yes,PhD,High,4
S828,Ali,Jones,student828@univ.edu,Female,20,Business,72.91,76,85,62.42,88.8,0.44,56.73,99.23,C,11.8,Yes,Yes,Master's,Low,9
S829,Sara,Johnson,student829@univ.edu,Male,23,Engineering,87.63,53,61,98.62,73.7,81.18,50.97,94.16,D,25.8,Yes,Yes,Master's,High,1
S830,Omar,Williams,student830@univ.edu,Female,20,CS,66.68,82,93,71.46,70.36,10.4,92.02,99.94,B,5.2,Yes,Yes,High School,Low,9
S831,Emma,Johnson,student831@univ.edu,Male,22,Engineering,56.3,98,94,57.38,88.49,71.5,63.73,92.74,C,9.2,Yes,Yes,Master's,Medium,6
S832,Liam,Davis,student832@univ.edu,Female,23,Mathematics,81.0,58,51,69.97,68.08,85.12,52.16,95.68,C,29.2,Yes,No,High School,High,6
S833,Emma,Brown,student833@univ.edu,Female,21,Engineering,81.43,91,74,59.84,76.02,52.56,96.47,68.42,D,20.2,Yes,No,None,Low,10
S834,Omar,Brown,student834@univ.edu,Male,22,Business,99.77,50,82,52.2,76.93,0.02,51.28,93.38,B,10.0,Yes,Yes,Master's,High,2
S835,Sara,Davis,student835@univ.edu,Female,24,Engineering,70.43,71,88,97.53,74.44,39.99,83.98,40.27,F,29.4,No,No,High School,Low,8
S836,Ahmed,Brown,student836@univ.edu,Male,20,Business,82.86,79,84,84.74,76.76,92.79,92.62,96.48,C,15.6,No,No,None,High,7
S837,John,Davis,student837@univ.edu,Male,22,CS,71.23,54,83,51.93,78.38,32.5,94.36,51.7,C,17.8,Yes,Yes,High School,Medium,8
S838,Ali,Johnson,student838@univ.edu,Male,18,Business,94.47,62,51,81.4,84.62,84.0,53.57,95.29,D,17.0,Yes,No,PhD,High,1
S839,John,Brown,student839@univ.edu,Male,24,Engineering,99.22,97,56,72.43,91.21,71.1,52.02,86.87,F,27.8,No,Yes,PhD,Low,4
S840,Sara,Brown,student840@univ.edu,Female,24,Business,80.85,66,86,57.11,70.12,93.64,77.72,65.02,D,14.4,No,Yes,Bachelor's,Medium,9
S841,Maria,Williams,student841@univ.edu,Female,19,Business,91.61,41,70,70.32,97.22,67.99,53.29,70.08,D,12.9,Yes,No,Bachelor's,High,5
S842,Emma,Jones,student842@univ.edu,Male,18,CS,60.55,57,59,66.72,87.11,79.18,86.81,50.67,D,11.7,Yes,Yes,PhD,Low,3
S843,Liam,Brown,student843@univ.edu,Male,19,Business,66.01,59,42,56.65,92.39,2.82,62.61,90.59,C,14.0,No,Yes,None,Medium,5
S844,Omar,Jones,student844@univ.edu,Female,22,Engineering,91.85,94,75,65.43,56.2,88.22,60.88,64.8,A,19.6,No,Yes,PhD,Low,1
S845,Omar,Smith,student845@univ.edu,Female,18,Engineering,73.07,96,41,56.69,87.75,33.12,59.52,60.59,B,20.7,Yes,Yes,Master's,High,1
S846,Maria,Williams,student846@univ.edu,Male,23,Engineering,87.25,76,88,70.04,63.6,40.08,69.04,47.19,D,6.9,No,No,High School,Medium,2
S847,Liam,Davis,student847@univ.edu,Female,20,CS,72.46,87,43,87.27,98.3,59.68,95.09,92.55,C,25.4,Yes,No,None,Medium,4
S848,Maria,Davis,student848@univ.edu,Female,22,CS,54.27,87,47,53.52,64.71,21.1,81.45,46.7,B,7.6,Yes,Yes,Bachelor's,Low,4
S849,Ali,Davis,student849@univ.edu,Male,19,Business,99.64,49,52,52.49,97.2,1.17,79.23,94.31,C,13.8,Yes,No,PhD,Medium,3
S850,John,Johnson,student850@univ.edu,Male,22,Engineering,60.56,59,56,97.44,95.96,60.84,58.03,78.77,B,11.8,Yes,Yes,None,Low,9
S851,Sara,Brown,student851@univ.edu,Male,18,CS,74.77,79,96,60.5,77.78,41.28,66.09,40.49,A,6.1,No,Yes,Bachelor's,High,10
S852,Liam,Brown,student852@univ.edu,Female,24,Engineering,55.7,74,88,82.96,50.87,27.11,62.99,50.74,D,10.0,Yes,Yes,Bachelor's,Low,6
S853,Ali,Brown,student853@univ.edu,Male,22,Engineering,90.39,92,77,91.55,72.3,53.74,56.01,71.06,C,27.0,No,No,PhD,High,1
S854,Ahmed,Williams,student854@univ.edu,Male,19,Engineering,66.37,82,73,84.41,91.86,47.84,53.89,97.99,A,17.5,Yes,Yes,Bachelor's,Low,10
S855,Emma,Davis,student855@univ.edu,Male,20,Mathematics,86.44,71,68,58.97,76.01,54.11,67.65,92.2,C,20.4,No,Yes,Bachelor's,High,5
S856,Sara,Jones,student856@univ.edu,Male,18,Business,89.09,60,99,75.92,58.27,76.47,76.11,45.71,F,16.9,No,Yes,None,High,6
S857,Liam,Johnson,student857@univ.edu,Female,23,CS,60.59,64,82,53.57,90.7,67.18,54.25,62.48,B,12.3,No,Yes,Bachelor's,Low,3
S858,Maria,Williams,student858@univ.edu,Male,22,Mathematics,83.96,70,46,86.46,75.22,4.25,86.06,45.92,C,25.8,Yes,Yes,None,Low,2
S859,Ahmed,Johnson,student859@univ.edu,Female,21,Engineering,91.42,90,51,83.01,93.5,39.89,91.62,70.79,A,11.2,Yes,Yes,Master's,High,6
S860,Ali,Smith,student860@univ.edu,Female,19,Business,61.95,61,97,65.87,77.57,56.4,60.74,98.27,D,25.0,No,No,PhD,Low,3
S861,Maria,Davis,student861@univ.edu,Female,20,CS,90.5,74,78,69.84,72.85,37.52,78.02,50.24,F,29.8,Yes,No,High School,Low,9
S862,Maria,Davis,student862@univ.edu,Female,21,Business,76.18,80,71,60.32,71.9,42.2,83.3,86.54,C,27.5,Yes,Yes,High School,High,3
S863,Liam,Davis,student863@univ.edu,Male,19,Business,78.96,92,43,61.5,94.34,95.31,81.43,81.99,C,26.2,Yes,No,None,High,6
S864,Ahmed,Jones,student864@univ.edu,Male,23,Engineering,62.43,78,48,70.19,87.19,36.63,76.76,53.47,D,14.5,No,Yes,Master's,Low,8
S865,Liam,Davis,student865@univ.edu,Female,21,Mathematics,90.33,98,46,88.33,91.67,42.87,58.51,51.63,C,8.7,No,Yes,Bachelor's,Medium,9
S866,Liam,Davis,student866@univ.edu,Female,19,Business,97.3,45,70,87.4,76.58,1.06,83.22,95.07,B,29.4,Yes,Yes,Bachelor's,Low,8
S867,Ali,Brown,student867@univ.edu,Male,20,CS,76.68,57,41,62.74,64.25,72.96,82.73,41.26,C,29.3,No,Yes,Master's,High,1
S868,John,Johnson,student868@univ.edu,Female,24,Engineering,91.76,52,85,94.51,73.42,47.6,51.87,69.93,A,18.7,Yes,Yes,Master's,Medium,4
S869,Ahmed,Smith,student869@univ.edu,Female,23,CS,84.39,63,99,63.39,74.06,17.69,83.39,65.99,A,11.6,No,No,High School,Medium,5
S870,Ali,Brown,student870@univ.edu,Female,19,Business,82.96,82,78,97.77,55.72,42.75,72.03,82.13,D,19.8,No,Yes,High School,Medium,6
S871,Ali,Brown,student871@univ.edu,Female,22,Business,65.35,66,99,64.56,78.98,86.62,75.34,93.05,C,17.0,Yes,Yes,Master's,Medium,10
S872,Ali,Davis,student872@univ.edu,Male,23,Business,55.92,76,85,53.45,84.78,50.91,56.35,72.04,F,10.2,Yes,Yes,PhD,Low,7
S873,Omar,Brown,student873@univ.edu,Female,18,Business,52.53,58,68,84.91,97.74,58.43,56.17,85.37,F,6.9,No,Yes,Master's,Medium,2
S874,Ahmed,Jones,student874@univ.edu,Male,24,CS,86.71,44,90,65.07,82.02,11.5,55.09,47.7,B,9.2,Yes,No,None,High,9
S875,Maria,Smith,student875@univ.edu,Male,18,CS,82.89,80,57,99.31,84.83,91.83,74.14,99.46,F,7.5,Yes,No,Bachelor's,Low,3
S876,Maria,Davis,student876@univ.edu,Female,20,CS,91.28,93,66,64.0,56.17,30.27,69.3,88.09,C,25.6,Yes,Yes,Bachelor's,Low,4
S877,Sara,Smith,student877@univ.edu,Male,18,Engineering,57.46,81,65,62.86,99.76,85.29,84.22,97.64,C,10.8,No,Yes,Bachelor's,High,10
S878,Maria,Smith,student878@univ.edu,Male,23,CS,99.79,64,99,56.2,71.95,22.81,79.63,79.6,D,23.2,Yes,Yes,None,Low,3
S879,Emma,Williams,student879@univ.edu,Male,21,Engineering,76.5,58,96,70.82,91.3,88.86,81.92,99.41,C,5.6,No,Yes,None,Low,3
S880,Omar,Smith,student880@univ.edu,Male,18,Business,91.47,95,95,92.04,69.77,91.52,65.42,64.4,C,14.2,Yes,Yes,Bachelor's,Medium,3
